generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
60000,Yavnella_argamani,Anomalomyrma_boltoni,12.9338,0.0130456,-0.00941798,0.00148864,0
60000,Cerapachys_jacobsoni,Aenictus_aratus,64.8674,0.280344,0.0143445,0.349994,0
60000,Aptinoma_mangabe,Ravavy_miafina,60.3694,0.15462,-0.00300941,0.0637836,0
60000,Pseudomyrmex_fortis,Pseudomyrmex_termitarius,101.743,0.385667,0.00773367,0.207604,0
60000,Formica_neogagates,Formica_moki,115.54,0.43323,-0.0166773,0.00895674,0
60000,Polyrhachis_equina,Camponotus_setosus,81.4624,0.198416,-0.000714605,0.0369483,0
60000,Myrmica_rubra,Myrmica_punctiventris,115.039,0.29656,0.00376036,0.0585751,0
60000,Aphaenogaster_senilis,Messor_capitatus,96.9212,0.188912,0.0168241,0.0881325,0
60000,Huberia_striata,NA,114.534,0.0815162,0.00386286,0.180026,0
60000,Crematogaster_paradoxa,Crematogaster_rothneyi,81.8098,0.28509,-6.98788e-06,0.148984,0
60000,Monomorium_termitobium,Monomorium_exiguum,105.907,0.222662,-0.00403277,0.0925242,0
60000,Pheidole_bilimeki,Pheidole_rhea,56.5913,0.306483,-0.00599264,0.162552,0
70000,Yavnella_argamani,Martialis_heureka,0,0.150776,-0.000579214,0.0974313,0
70000,Apomyrma_stygia,NA,37.7396,0.214144,-0.0212326,0.0946907,0
70000,Tatuidris_tatusia,NA,114.112,0.181316,-0.00569592,0.260202,0
70000,Odontomachus_chelifer,Odontomachus_hastatus,121.143,0.328016,0.000462968,0.00509804,0
70000,Cerapachys_jacobsoni,Aenictus_aratus,63.2739,0.189673,0.00676351,0.131901,0
70000,Martialis_heureka,NA,135.811,0.142144,0.00410324,0.308805,0
70000,Myrmica_rubra,Myrmica_punctiventris,115.034,0.32118,-0.00925061,0.0505875,0
70000,Goniomma_hispanicum,Aphaenogaster_japonica,82.7303,0.153575,0.00751677,0.0638866,0
70000,Ravavy_miafina,Loweriella_boltoni,101.699,0.0219599,-0.008612,0.0962801,0
70000,Aptinoma_mangabe,Ravavy_miafina,39.3089,0.138422,-0.00249779,0.056572,0
70000,Tetraponera_nigra,NA,128.062,0.138601,-0.0204979,0.053546,0
70000,Polyrhachis_equina,Camponotus_setosus,83.2858,0.212222,0.000718414,0.0863733,0
70000,Crematogaster_paradoxa,Crematogaster_rothneyi,82.6796,0.209201,0.00973442,0.135116,0
70000,Tetraponera_attenuata,Tetraponera_binghami,117.672,0.485586,0.00472555,0.263529,0
70000,Pseudomyrmex_salvini,Pseudomyrmex_phyllophilus,117.542,0.487495,-0.00369851,0.185795,0
70000,Formica_neogagates,Formica_moki,118.555,0.457327,-0.00799157,0.107566,0
70000,Neoponera_unidentata,NA,126.616,0.0981656,0.0116767,0.157168,0
70000,Calyptomyrmex_beccarii,NA,100.631,0.0688048,0.00554726,0.0155638,0
70000,Dolopomyrmex_pilatus,NA,69.1716,0.124804,-0.000294988,0.133025,0
70000,Monomorium_termitobium,Monomorium_exiguum,102.029,0.159257,0.00258467,0.0447423,0
70000,Allomerus_octoarticulatus,NA,120.561,0.134434,0.00859007,0.0991643,0
70000,Phalacromyrmex_fugax,NA,88.8546,0.284838,-0.00460626,0.280577,0
70000,Pheidole_bilimeki,Pheidole_rhea,62.9286,0.296519,-0.00622815,0.154838,0
80000,Yavnella_argamani,Martialis_heureka,0,0.0438874,0.00825199,0.00280985,0
80000,Yavnella_argamani,Anomalomyrma_boltoni,4.19831,0.0353151,0.00431247,0.0685469,0
80000,Martialis_heureka,NA,54.0748,0.0249263,-0.00520674,0.0506196,0
80000,Apomyrma_stygia,NA,87.1966,0.0205133,0.0104091,0.0882971,0
80000,Odontomachus_meinerti,Odontomachus_laticeps,124.373,0.423346,-0.00114823,0.181498,0
80000,Anochetus_grandidieri,Odontomachus_rixosus,103.818,0.16777,-0.0114089,0.00581528,0
80000,Cerapachys_jacobsoni,Aenictus_aratus,65.0486,0.2223,0.00662788,0.179917,0
80000,Pseudomyrmex_fortis,Pseudomyrmex_termitarius,106.579,0.429248,0.000328695,0.307843,0
80000,Formica_lasioides,Formica_candida,120.561,0.327647,0.0158284,0.00310394,0
80000,Polyrhachis_equina,NA,120.682,0.121664,-0.00275146,0.127508,0
80000,Polyrhachis_equina,Camponotus_setosus,78.5165,0.227049,-0.00267816,0.057993,0
80000,Myrmica_schoedli,Myrmica_luteola,111.29,0.471437,0.00099857,0.362611,0
80000,Pogonomyrmex_mayri,Pogonomyrmex_naegelii,82.9135,0.157013,0.0203251,0.172754,0
80000,Aphaenogaster_senilis,Messor_capitatus,99.8296,0.234417,-0.00425847,0.086182,0
80000,Proatta_butteli,NA,121.142,0.23118,-0.00114881,0.418967,0
80000,Crematogaster_paradoxa,Crematogaster_rothneyi,62.0031,0.186728,0.00662432,0.0933232,0
80000,Monomorium_termitobium,Monomorium_exiguum,95.008,0.193967,-0.00457487,0.0288492,0
80000,Trachymyrmex_cornetzi,Mycetagroicus_triangularis,111.591,0.289939,0.00530434,0.142397,0
90000,Yavnella_argamani,Martialis_heureka,0,0.0463368,0.00901736,0.00233109,0
90000,Apomyrma_stygia,NA,56.3836,0.0463221,-0.00947733,0.0558769,0
90000,Psalidomyrmex_procerus,NA,123.776,0.105565,0.0025044,0.242217,0
90000,Odontomachus_laticeps,Odontomachus_clarus,129.404,0.418671,0.00115071,0.0271474,0
90000,Dorylus_laevigatus,Dorylus_orientalis,105.103,0.288757,0.00141045,0.129969,0
90000,Cheliomyrmex_andicola,Labidus_coecus,95.1495,0.159691,0.00237174,0.00983732,0
90000,Pseudomyrmex_fortis,Pseudomyrmex_termitarius,104.785,0.567797,0.00953016,0.547384,0
90000,Lasius_latipes,Myrmecocystus_mexicanus,89.4461,0.483689,-0.000300553,0.433821,0
90000,Paraparatrechina_oceanica,NA,134.953,0.218216,0.00858789,0.0647425,0
90000,Pseudonotoncus_hirsutus,NA,104.097,0.0680283,0.000538793,0.126084,0
90000,Formica_neogagates,Formica_moki,114.153,0.347686,-0.00032298,0.0381582,0
90000,Polyrhachis_equina,Camponotus_setosus,81.1287,0.135533,0.00908459,0.040481,0
90000,Pogonomyrmex_mayri,Pogonomyrmex_naegelii,96.7951,0.159664,0.00772865,0.130095,0
90000,Aphaenogaster_japonica,Aphaenogaster_senilis,91.8528,0.173327,-0.0050994,0.0191374,0
90000,Tranopelta_gilva,Ochetomyrmex_neopolitus,75.1375,0.177859,0.00619735,0.154947,0
90000,Poecilomyrma_myrmecodiae,NA,77.4157,0.040611,-0.00337572,0.060032,0
90000,Cardiocondyla_paradoxa,Cardiocondyla_emeryi,113.609,0.341123,0.00634078,0.145035,0
90000,Crematogaster_paradoxa,Crematogaster_rothneyi,78.4276,0.272371,0.00780277,0.228076,0
90000,Rogeria_stigmatica,NA,134.702,0.0449893,0.00511457,0.130242,0
90000,Tropidomyrmex_elianae,NA,134.839,0.0886663,-0.00164374,0.629189,0
90000,Strumigenys_gundlachi,Strumigenys_maxillaris,92.8116,0.298613,-0.000624492,0.163294,0
100000,Yavnella_argamani,Martialis_heureka,0,0.042654,0.00835595,0.000628381,0
100000,Martialis_heureka,NA,94.7722,0.0498517,0.00508269,0.14229,0
100000,Leptogenys_falcigera,Leptogenys_maxillosa,118.032,0.301828,0.00464217,0.0872839,0
100000,Anochetus_grandidieri,Odontomachus_rixosus,105.516,0.702247,-0.00899363,0.446051,0
100000,Aenictus_aratus,Cheliomyrmex_andicola,68.0414,0.289877,0.0109048,0.287231,0
100000,Pseudomyrmex_fortis,Pseudomyrmex_termitarius,106.634,0.3285,0.00509839,0.187425,0
100000,Formica_moki,Formica_lasioides,119.568,0.276323,0.00989797,0.0346081,0
100000,Gigantiops_destructor,NA,62.2138,0.00832318,0.00486144,0.0152163,0
100000,Polyrhachis_equina,Camponotus_setosus,82.0399,0.227698,0.000479687,0.100066,0
100000,Myrmica_rubra,Myrmica_punctiventris,114.402,0.366737,-0.000654522,0.11353,0
100000,Pogonomyrmex_mayri,Pogonomyrmex_naegelii,73.5287,0.322528,-0.00337663,0.241975,0
100000,Aphaenogaster_senilis,Messor_capitatus,98.6018,0.184523,0.00571096,0.0668774,0
100000,Poecilomyrma_myrmecodiae,NA,108.639,0.0657377,-0.0049591,0.11976,0
100000,Crematogaster_paradoxa,Crematogaster_rothneyi,90.0753,0.140152,0.00700328,0.00653153,0
100000,Monomorium_termitobium,Monomorium_exiguum,105.007,0.164421,0.00817057,0.063743,0
100000,Acromyrmex_striatus,Trachymyrmex_cornetzi,101.271,0.440829,0.00465918,0.3785,0
110000,Yavnella_argamani,Martialis_heureka,0,0.0462092,0.0059646,0.00313892,0
110000,Odontomachus_clarus,Odontomachus_haematodus,130.791,0.613856,0.0116598,0.00676999,0
110000,Anochetus_grandidieri,Odontomachus_rixosus,97.9832,0.231425,0.00932839,0.174313,0
110000,Dorylus_orientalis,Dorylus_kohli,121.14,0.23867,0.00603512,0.0484009,0
110000,Labidus_coecus,Neivamyrmex_pilosus,104.965,0.211276,-0.00149435,0.0221683,0
110000,Nebothriomyrmex_majeri,NA,114.077,0.0842757,-0.0017889,0.0689977,0
110000,Myrmecia_gulosa,Myrmecia_urens,106.218,0.178429,0.0112642,0.0128369,0
110000,Pseudomyrmex_fortis,Pseudomyrmex_termitarius,106.253,0.382528,0.00894488,0.315702,0
110000,Lasius_lasioides,Lasius_cinereus,118.456,0.327614,0.00169305,0.0392654,0
110000,Formica_neogagates,Formica_moki,116.673,0.310603,0.00108814,0.0809701,0
110000,Anoplolepis_custodiens,Anoplolepis_gracilipes,73.9323,0.155038,0.00295972,0.185439,0
110000,Polyrhachis_equina,Camponotus_setosus,78.5286,0.127163,0.00446889,0.00665782,0
110000,Pogonomyrmex_pronotalis,Pogonomyrmex_magnacanthus,111.758,0.383087,-0.00399847,0.151475,0
110000,Messor_capitatus,Aphaenogaster_occidentalis,102.15,0.187153,0.000299912,0.0234822,0
110000,Tetramorium_caldarium,Tetramorium_simillimum,98.5795,0.193113,0.00444921,0.0211623,0
110000,Cardiocondyla_minutior,Cardiocondyla_venustula,124.079,0.391128,0.0135002,0.1247,0
110000,Crematogaster_paradoxa,Crematogaster_rothneyi,87.1862,0.2587,0.0033961,0.167898,0
110000,Phalacromyrmex_fugax,NA,76.5819,0.0761755,-0.00252341,0.0798764,0
110000,Strumigenys_gundlachi,Strumigenys_maxillaris,81.9148,0.259539,-0.00924891,0.0765744,0
120000,Yavnella_argamani,Martialis_heureka,0,0.151955,-0.000579214,0.0986237,0
120000,Neoponera_villosa,Neoponera_apicalis,101.97,0.193216,-0.00151823,0.0481207,0
120000,Anochetus_grandidieri,Odontomachus_rixosus,102.815,0.295381,-0.00477781,0.0816539,0
120000,Aenictus_aratus,Cheliomyrmex_andicola,66.7617,0.175768,0.00275019,0.0551401,0
120000,Gracilidris_pombero,NA,124.482,0.0793309,0.00189061,0.421156,0
120000,Aptinoma_mangabe,Ravavy_miafina,49.2126,0.100419,-0.00191582,0.015384,0
120000,Tetraponera_pilosa,Myrcidris_epicharis,57.4114,0.383219,0.00333019,0.406566,0
120000,Formica_neogagates,Formica_moki,116.479,0.354553,0.00368918,0.0753798,0
120000,Polyrhachis_equina,Camponotus_setosus,81.1379,0.153247,0.000583391,0.00136467,0
120000,Myrmica_rubra,Myrmica_punctiventris,115.365,0.408749,0.00566519,0.167307,0
120000,Tetraponera_pilosa,Myrcidris_epicharis,44.7746,0.0902636,-0.00209779,0.113062,0
120000,Lasius_claviger,NA,134.525,0.239944,-0.00358427,0.394324,0
120000,Pogonomyrmex_mayri,Pogonomyrmex_naegelii,56.023,0.168127,0.0121624,0.194195,0
120000,Goniomma_hispanicum,Aphaenogaster_japonica,80.2703,0.12995,0.0103485,0.0910395,0
120000,Crematogaster_paradoxa,Crematogaster_rothneyi,68.9936,0.210769,0.00384662,0.0849859,0
120000,Monomorium_termitobium,Monomorium_exiguum,107.495,0.343685,-0.00761006,0.153589,0
120000,Strumigenys_gundlachi,Strumigenys_maxillaris,91.3655,0.337683,-0.00502188,0.181753,0
120000,Pheidole_bilimeki,Pheidole_rhea,62.8466,0.330382,-0.00575319,0.188957,0
130000,Yavnella_argamani,Martialis_heureka,0,0.04556,0.00676526,0.000870058,0
130000,Yavnella_argamani,Anomalomyrma_boltoni,16.5273,0.0231759,0.00275103,0.0240254,0
130000,Apomyrma_stygia,NA,88.4737,0.0224284,-0.00657908,0.0194277,0
130000,Cerapachys_jacobsoni,Aenictus_aratus,65.4975,0.397745,0.00640951,0.397797,0
130000,Proatta_butteli,NA,90.9883,0.00579924,-0.00225999,0.078689,0
130000,Cardiocondyla_obscurior,Cardiocondyla_paradoxa,95.3238,0.284787,0.0186597,0.310183,0
130000,Martialis_heureka,NA,88.7411,0.1013,-0.00164924,0.250653,0
130000,Anochetus_grandidieri,Odontomachus_rixosus,106.147,0.447976,-0.0008255,0.309977,0
130000,Pseudomyrmex_fortis,Pseudomyrmex_termitarius,97.0706,0.469303,0.00582221,0.391522,0
130000,Formica_neogagates,Formica_moki,117.823,0.434189,-0.00176604,0.152765,0
130000,Polyrhachis_equina,Camponotus_setosus,83.8887,0.238753,-0.00279369,0.0776474,0
130000,Notostigma_carazzii,NA,132.876,0.0152547,0.00973095,0.355939,0
130000,Myrmica_rubra,Myrmica_punctiventris,113.688,0.268864,0.000121378,0.00909662,0
130000,Pogonomyrmex_pronotalis,Pogonomyrmex_magnacanthus,109.148,0.242401,0.00312056,0.0442729,0
130000,Messor_capitatus,Aphaenogaster_occidentalis,101.497,0.246322,0.00357556,0.143634,0
130000,Crematogaster_paradoxa,Crematogaster_rothneyi,67.4476,0.152512,0.011146,0.0515394,0
130000,Monomorium_termitobium,Monomorium_exiguum,99.5181,0.139311,0.0159693,0.0383779,0
130000,Trachymyrmex_zeteki,Acromyrmex_striatus,97.0788,0.290931,-0.00700945,0.103611,0
140000,Yavnella_argamani,Martialis_heureka,0,0.0469443,0.00555827,0.000313766,0
140000,Yavnella_argamani,Anomalomyrma_boltoni,45.8238,0.233485,0.000193352,0.251679,0
140000,Martialis_heureka,NA,101.766,0.25964,0.0004556,0.4105,0
140000,Apomyrma_stygia,NA,120.768,0.0555715,0.00914623,0.272228,0
140000,Anochetus_grandidieri,Odontomachus_rixosus,104.67,0.520689,-0.00705889,0.324368,0
140000,Cerapachys_jacobsoni,Aenictus_aratus,64.7398,0.356891,0.0053587,0.369803,0
140000,Pseudomyrmex_fortis,Pseudomyrmex_termitarius,107.05,0.535279,0.0102269,0.464846,0
140000,Formica_lasioides,Formica_candida,122.52,0.690646,0.0044882,0.392799,0
140000,Polyrhachis_equina,Camponotus_setosus,82.0529,0.254637,-0.00235711,0.0860114,0
140000,Myrmica_punctiventris,Myrmica_salina,117.54,0.294198,0.0106672,0.0254605,0
140000,Myrmica_schoedli,Myrmica_luteola,111.785,0.243205,-0.0204823,0.0351613,0
140000,Pogonomyrmex_occidentalis,Pogonomyrmex_hoelldobleri,128.085,0.452105,-0.00719348,0.0743342,0
140000,Aphaenogaster_occidentalis,Aphaenogaster_fulva,106.976,0.197728,-0.00234264,0.134999,0
140000,Messor_capitatus,Aphaenogaster_occidentalis,100.834,0.307454,0.00511311,0.190781,0
140000,Temnothorax_rugatulus,Temnothorax_recedens,75.4233,0.130024,0.00274972,0.011803,0
140000,Cardiocondyla_obscurior,Cardiocondyla_paradoxa,100.121,0.257779,0.00901938,0.230107,0
140000,Crematogaster_paradoxa,Crematogaster_rothneyi,84.5931,0.132182,0.00916368,0.0219632,0
140000,Monomorium_termitobium,Monomorium_exiguum,89.3448,0.146074,0.0114789,0.0206537,0
140000,Trachymyrmex_cornetzi,Mycetagroicus_triangularis,111.848,0.246109,0.00988269,0.0734628,0
140000,Phalacromyrmex_fugax,NA,102.684,0.17756,0.00215266,0.186736,0
150000,Yavnella_argamani,Martialis_heureka,0,0.0437093,0.00656441,0.00242832,0
150000,Martialis_heureka,NA,111.737,0.0471364,0.0057471,0.254688,0
150000,Anochetus_grandidieri,Odontomachus_rixosus,107.143,0.391571,0.00696703,0.297256,0
150000,Dorylus_laevigatus,Dorylus_orientalis,113.955,0.413395,-0.00802929,0.221877,0
150000,Cheliomyrmex_andicola,Labidus_coecus,98.1341,0.234105,0.0135391,0.152866,0
150000,Myrmecia_gulosa,Myrmecia_urens,104.799,0.592128,-0.0046217,0.371658,0
150000,Formica_moki,Formica_lasioides,119.733,0.408428,0.00284487,0.130163,0
150000,Polyrhachis_equina,Camponotus_setosus,78.2972,0.135596,0.00556318,0.0256499,0
150000,Tetramorium_electrum,NA,130.788,0.605145,0.0062621,0.0184759,0
150000,Pseudomyrmex_fortis,Pseudomyrmex_termitarius,105.525,0.429341,0.00814592,0.286156,0
150000,Lasius_lasioides,Lasius_cinereus,118.389,0.462107,-0.000926042,0.11699,0
150000,Ectatomma_vizottoi,Ectatomma_edentatum,109.376,0.180332,-0.00313786,0.120302,0
150000,Myrmica_schoedli,Myrmica_luteola,101.661,0.284559,-0.00147214,0.0456362,0
150000,Pogonomyrmex_magnacanthus,Pogonomyrmex_snellingi,124.463,0.51038,0.00808132,0.215719,0
150000,Aphaenogaster_senilis,Messor_capitatus,97.0568,0.226567,-0.00304169,0.0650774,0
150000,Tetramorium_caldarium,Tetramorium_simillimum,93.226,0.169543,0.0100556,0.0122862,0
150000,Cardiocondyla_obscurior,Cardiocondyla_paradoxa,111.289,0.295324,0.00660567,0.19323,0
150000,Crematogaster_paradoxa,Crematogaster_rothneyi,89.1234,0.22927,0.00815694,0.150797,0
150000,Strumigenys_gundlachi,Strumigenys_maxillaris,79.6581,0.0175195,-0.00324994,0.0749607,0
150000,Strumigenys_gundlachi,Strumigenys_maxillaris,82.0966,0.208357,0.00558457,0.100848,0
160000,Yavnella_argamani,Martialis_heureka,0,0.154043,-0.000175698,0.103729,0
160000,Cheliomyrmex_andicola,Labidus_coecus,97.5813,0.254177,-0.00507948,0.0757215,0
160000,Tatuidris_tatusia,NA,100.325,0.177446,0.000607352,0.230458,0
160000,Anochetus_grandidieri,Odontomachus_rixosus,95.8192,0.193711,0.0138717,0.110703,0
160000,Aptinoma_mangabe,Ravavy_miafina,49.939,0.0907969,-0.00334564,0.00176733,0
160000,Myrmecia_gulosa,Myrmecia_urens,72.7225,0.19763,0.0167159,0.162872,0
160000,Tetraponera_pilosa,Myrcidris_epicharis,52.4171,0.340688,0.00662347,0.36424,0
160000,Formica_neogagates,Formica_moki,114.233,0.620164,-0.000210689,0.358852,0
160000,Petalomyrmex_phylax,Aphomomyrmex_afer,113.427,0.0741669,-0.00514667,0.0447825,0
160000,Polyrhachis_equina,Camponotus_setosus,79.963,0.175127,0.000616714,0.0435836,0
160000,Myrmica_salina,Myrmica_schencki,120.17,0.495679,0.00360068,0.219972,0
160000,Aphaenogaster_japonica,Aphaenogaster_senilis,93.5563,0.235567,0.00117859,0.119946,0
160000,Temnothorax_rugatulus,Temnothorax_recedens,106.21,0.29116,-0.00398191,0.139725,0
160000,Tetramorium_caldarium,Tetramorium_simillimum,104.967,0.297524,-0.000472651,0.110302,0
160000,Atopomyrmex_mocquerysi,NA,98.0558,0.0370111,-0.00688495,0.0714943,0
160000,Cardiocondyla_obscurior,Cardiocondyla_paradoxa,106.846,0.787423,0.00888264,0.880444,0
160000,Crematogaster_paradoxa,Crematogaster_rothneyi,83.6145,0.194932,0.00384232,0.0613287,0
160000,Poecilomyrma_myrmecodiae,Proatta_butteli,47.0141,0.112551,-0.0125832,0.0211142,0
160000,Dolopomyrmex_pilatus,NA,95.1578,0.0273519,-0.00502166,0.0602999,0
160000,Strumigenys_maxillaris,Strumigenys_rogeri,97.4204,0.27483,-0.000214059,0.0882015,0
160000,Pheidole_rhea,Pheidole_synarmata,70.8722,0.397716,-0.00564662,0.241947,0
170000,Yavnella_argamani,Martialis_heureka,0,0.0481268,0.0052764,0.000341133,0
170000,Yavnella_argamani,Anomalomyrma_boltoni,29.6708,0.022786,-0.00712285,0.0333285,0
170000,Martialis_heureka,NA,79.931,0.0463172,0.00933107,0.0988978,0
170000,Anochetus_grandidieri,Odontomachus_rixosus,103.764,0.295877,-0.00228525,0.122206,0
170000,Gigantiops_destructor,NA,90.2679,0.268337,-0.00823684,0.223647,0
170000,Dorylus_laevigatus,Dorylus_orientalis,116.78,0.322402,0.0029538,0.151051,0
170000,Labidus_coecus,Neivamyrmex_pilosus,106.694,0.175164,0.0119547,0.0136326,0
170000,Nebothriomyrmex_majeri,NA,107.568,0.0899143,-0.00542298,0.079962,0
170000,Myrmecia_gulosa,Myrmecia_urens,98.4252,0.363779,-0.00499304,0.216532,0
170000,Pseudomyrmex_fortis,Pseudomyrmex_termitarius,100.069,0.518402,0.00739638,0.431027,0
170000,Lasius_cinereus,Lasius_grandis,127.987,0.504356,-0.007169,0.0103608,0
170000,Formica_lasioides,Formica_candida,123.161,0.4803,-0.00437418,0.02814,0
170000,Azteca_schimperi,NA,135.412,0.166748,0.00186264,0.0321432,0
170000,Polyrhachis_equina,Camponotus_setosus,83.0686,0.12503,0.0115104,0.0304531,0
170000,Myrmica_rubra,Myrmica_punctiventris,114.328,0.26537,0.00978049,0.00794976,0
170000,Pogonomyrmex_magnacanthus,Pogonomyrmex_snellingi,121.462,0.4722,0.000590252,0.132155,0
170000,Aphaenogaster_japonica,Aphaenogaster_senilis,91.0397,0.153566,0.000739047,0.00266212,0
170000,Tetramorium_caldarium,Tetramorium_simillimum,98.2056,0.335319,-0.0113112,0.0455668,0
170000,Cardiocondyla_obscurior,Cardiocondyla_paradoxa,104.283,0.628218,-0.00428814,0.493741,0
170000,Crematogaster_paradoxa,Crematogaster_rothneyi,92.6721,0.182257,0.00674329,0.0596854,0
170000,Monomorium_termitobium,Monomorium_exiguum,95.3784,0.167747,-0.00844662,0.00832342,0
170000,Strumigenys_maxillaris,NA,123.727,0.277642,0.00444267,0.093896,0
170000,Strumigenys_gundlachi,Strumigenys_maxillaris,90.8394,0.118456,0.022246,0.0163696,0
180000,Yavnella_argamani,Martialis_heureka,0,0.13743,-0.00039549,0.0906359,0
180000,Yavnella_argamani,NA,69.4533,0.0315358,0.00623305,0.082781,0
180000,Tatuidris_tatusia,NA,92.9383,0.0709484,0.00477508,0.113096,0
180000,Anochetus_grandidieri,Odontomachus_rixosus,101.139,0.227642,-0.00352974,0.0608614,0
